,Zmutt / Hydrologie (Edelweiss_Débit Galerie - m3/s),C: Zmutt / Hydrologie (Edelweiss_Débit Galerie - m3/s) (1. Année précédente),C: Zmutt / Hydrologie (Edelweiss_Débit Galerie - m3/s) (2. Année précédente),C: Zmutt / Hydrologie (Edelweiss_Débit Galerie - m3/s) (3. Année précédente),C: Zmutt / Hydrologie (Edelweiss_Débit Galerie - m3/s) (4. Année précédente)
5/5/2019 2:30,0.354567,0.584267,0.3104,0.31,1.389567
5/5/2019 2:45,0.3548,0.582513,0.31,0.307231,1.386159
5/5/2019 3:00,0.354167,0.581933,0.3088,0.307567,1.378997
5/5/2019 3:15,0.3522,0.580767,0.310633,0.306857,1.368533
5/5/2019 3:30,0.3508,0.579497,0.3072,0.306,1.360161
5/5/2019 3:45,0.3482,0.5782,0.306336,0.306,1.3472
5/5/2019 4:00,0.3474,0.577,0.305567,0.306,1.339428
5/5/2019 4:15,0.3452,0.575,0.305264,0.306,1.330536
5/5/2019 4:30,0.344,0.574556,0.303633,0.305167,1.319928
5/5/2019 4:45,0.344,0.572767,0.300336,0.3056,1.307559
5/5/2019 5:00,0.344,0.570179,0.300336,0.3044,1.295533
5/5/2019 5:15,0.3432,0.575411,0.3,0.304031,1.281228
5/5/2019 5:30,0.342,0.5712,0.3,0.302367,1.271563
5/5/2019 5:45,0.3381,0.568067,0.2992,0.300336,1.261664
5/5/2019 6:00,0.337339,0.568533,0.297167,0.3,1.255136
5/5/2019 6:15,0.3345,0.566096,0.2948,0.3,1.245967
5/5/2019 6:30,0.330892,0.567133,0.294,0.3,1.236161
5/5/2019 6:45,0.3294,0.563933,0.294,0.3,1.226967
5/5/2019 7:00,0.3268,0.562467,0.294767,0.3,1.217064
5/5/2019 7:15,0.325,0.562467,0.292989,0.298767,1.207231
5/5/2019 7:30,0.323,0.5616,0.290694,0.298831,1.1971
5/5/2019 7:45,0.322433,0.562133,0.289333,0.2956,1.186759
5/5/2019 8:00,0.323,0.5608,0.287467,0.2948,1.178503
5/5/2019 8:15,0.319536,0.5612,0.287,0.294,1.168872
5/5/2019 8:30,0.317133,0.5608,0.287,0.294,1.159736
5/5/2019 8:45,0.319,0.559125,0.287,0.294,1.154367
5/5/2019 9:00,0.319,0.558,0.287,0.2926,1.148367
5/5/2019 9:15,0.318533,0.5572,0.287,0.2912,1.137994
5/5/2019 9:30,0.3155,0.5572,0.2862,0.289761,1.1334
5/5/2019 9:45,0.313672,0.5572,0.2854,0.288325,1.125861
5/5/2019 10:00,0.312,0.556,0.287,0.287933,1.126167
5/5/2019 10:15,0.3104,0.5544,0.287,0.287,1.1246
5/5/2019 10:30,0.31,0.552869,0.287,0.287,1.1222
5/5/2019 10:45,0.308233,0.553289,0.290811,0.287,1.122233
5/5/2019 11:00,0.310264,0.5538,0.294,0.287972,1.1194
5/5/2019 11:15,0.311,0.556,0.296067,0.293031,1.120631
5/5/2019 11:30,0.310567,0.560233,0.298467,0.298833,1.123064
5/5/2019 11:45,0.312,0.565911,0.2992,0.3016,1.130267
5/5/2019 12:00,0.312,0.573133,0.301267,0.306,1.148706
5/5/2019 12:15,0.313167,0.5821,0.3056,0.309233,1.167406
5/5/2019 12:30,0.313867,0.591067,0.306,0.311233,1.193878
5/5/2019 12:45,0.312467,0.602233,0.3068,0.317675,1.229108
5/5/2019 13:00,0.3134,0.616483,0.309667,0.323864,1.271978
5/5/2019 13:15,0.3134,0.628267,0.312544,0.332906,1.316736
5/5/2019 13:30,0.312933,0.642906,0.3162,0.341233,1.361211
5/5/2019 13:45,0.312,0.659967,0.315733,0.350067,1.399911
5/5/2019 14:00,0.3116,0.675867,0.315733,0.361872,1.439206
5/5/2019 14:15,0.312,0.692339,0.321363,0.371033,1.472611
5/5/2019 14:30,0.312,0.709033,0.327067,0.381606,1.502706
5/5/2019 14:45,0.313052,0.725,0.335278,0.390833,1.527272
5/5/2019 15:00,0.315267,0.740517,0.345733,0.399667,1.548873
5/5/2019 15:15,0.317908,0.755997,0.356222,0.408433,1.569367
5/5/2019 15:30,0.3196,0.77255,0.359267,0.419272,1.581867
5/5/2019 15:45,0.3204,0.786178,0.364839,0.4303,1.606439
5/5/2019 16:00,0.323264,0.806803,0.374267,0.444272,1.644408
5/5/2019 16:15,0.3242,0.831561,0.380836,0.462206,1.671538
5/5/2019 16:30,0.327533,0.865,0.389067,0.482036,1.6814
5/5/2019 16:45,0.330533,0.894822,0.3972,0.5029,1.691706
5/5/2019 17:00,0.333333,0.923944,0.405233,0.520072,1.7009
5/5/2019 17:15,0.337633,0.9513,0.413467,0.535736,1.712236
5/5/2019 17:30,0.340967,0.979228,0.423867,0.552067,1.720939
5/5/2019 17:45,0.340936,1.004859,0.432233,0.565739,1.720469
5/5/2019 18:00,0.3419,1.027717,0.439917,0.576203,1.728367
5/5/2019 18:15,0.3392,1.0524,0.448533,0.5838,1.741106
5/5/2019 18:30,0.337433,1.075594,0.453233,0.590841,1.750833
5/5/2019 18:45,0.335394,1.092297,0.460239,0.5928,1.774636
5/5/2019 19:00,0.332194,1.10515,0.462933,0.5956,1.7969
5/5/2019 19:15,0.329233,1.120533,0.463833,0.598203,1.801167
5/5/2019 19:30,0.328297,1.134378,0.465164,0.596894,1.794628
5/5/2019 19:45,0.3258,1.143533,0.463225,0.595967,1.7873
5/5/2019 20:00,0.323633,1.151122,0.464989,0.593167,1.785494
5/5/2019 20:15,0.3194,1.155075,0.460161,0.59,1.777769
5/5/2019 20:30,0.318339,1.1602,0.458294,0.585161,1.770694
5/5/2019 20:45,0.316667,1.163,0.455567,0.579033,1.760166
5/5/2019 21:00,0.315033,1.159939,0.449167,0.573367,1.7483
5/5/2019 21:15,0.3134,1.15765,0.445075,0.566661,1.735925
5/5/2019 21:30,0.312,1.1521,0.439761,0.556367,1.725067
5/5/2019 21:45,0.312,1.1532,0.436592,0.549167,1.715828
5/5/2019 22:00,0.3089,1.146567,0.4306,0.544364,1.7072
5/5/2019 22:15,0.3064,1.143031,0.425336,0.541164,1.6986
5/5/2019 22:30,0.3068,1.136252,0.4226,0.540592,1.688831
5/5/2019 22:45,0.306,1.133967,0.419,0.534567,1.680506
5/5/2019 23:00,0.306,1.129167,0.415694,0.532567,1.670231
5/5/2019 23:15,0.3034,1.1234,0.4112,0.5302,1.660989
5/5/2019 23:30,0.301297,1.117578,0.405167,0.526567,1.653933
5/5/2019 23:45,0.3016,1.112983,0.401231,0.5242,1.643497
5/6/2019 0:00,0.3,1.1052,0.397567,0.5176,1.6313
5/6/2019 0:15,0.3008,1.100025,0.393633,0.512467,1.619333
5/6/2019 0:30,0.3,1.094044,0.3888,0.507533,1.609728
5/6/2019 0:45,0.3,1.089994,0.384231,0.505536,1.596569
5/6/2019 1:00,0.3,1.085233,0.381,0.502367,1.584897
5/6/2019 1:15,0.3,1.0796,0.378567,0.497967,1.569633
5/6/2019 1:30,0.3,1.0729,0.3758,0.493467,1.553467
5/6/2019 1:45,0.3,1.066833,0.3733,0.488828,1.540433
5/6/2019 2:00,0.3,1.0634,0.371292,0.486333,1.523894
5/6/2019 2:15,0.3,1.057667,0.368533,0.4818,1.508067
5/6/2019 2:30,0.297336,1.052533,0.366702,0.4774,1.492494
5/6/2019 2:45,0.2952,1.0466,0.363906,0.474167,1.475267
5/6/2019 3:00,0.2944,1.042533,0.362708,0.473,1.462261
5/6/2019 3:15,0.2944,1.037467,0.362933,0.468567,1.445261
5/6/2019 3:30,0.2944,1.036133,0.360733,0.464967,1.4322
5/6/2019 3:45,0.2944,1.03337,0.358542,0.462028,1.419233
5/6/2019 4:00,0.2948,1.028617,0.356,0.457036,1.408461
5/6/2019 4:15,0.294,1.025667,0.354,0.4544,1.397064
5/6/2019 4:30,0.294,1.0225,0.354367,0.451967,1.380962
5/6/2019 4:45,0.2949,1.018194,0.350431,0.448367,1.368533
5/6/2019 5:00,0.294333,1.013467,0.351231,0.445631,1.352028
5/6/2019 5:15,0.294,1.009333,0.3504,0.444,1.335428
5/6/2019 5:30,0.293067,1.008867,0.347536,0.440694,1.3216
5/6/2019 5:45,0.292133,1.006033,0.346667,0.438828,1.309628
5/6/2019 6:00,0.2926,1.0032,0.346,0.4362,1.297567
5/6/2019 6:15,0.291553,0.997733,0.345233,0.432136,1.284662
5/6/2019 6:30,0.2898,0.996264,0.344336,0.429367,1.274067
5/6/2019 6:45,0.288867,0.992,0.3416,0.426136,1.263061
5/6/2019 7:00,0.287467,0.988311,0.340433,0.422967,1.251933
5/6/2019 7:15,0.2884,0.986022,0.340833,0.4206,1.241322
5/6/2019 7:30,0.288867,0.9848,0.339967,0.419,1.227367
5/6/2019 7:45,0.288867,0.979967,0.3366,0.419,1.213097
5/6/2019 8:00,0.290267,0.976667,0.331867,0.416628,1.1998
5/6/2019 8:15,0.289917,0.970733,0.328167,0.409567,1.190192
5/6/2019 8:30,0.291975,0.963533,0.327833,0.4072,1.179733
5/6/2019 8:45,0.293067,0.959672,0.3291,0.4032,1.168533
5/6/2019 9:00,0.291667,0.950069,0.331933,0.399597,1.158861
5/6/2019 9:15,0.291433,0.942767,0.332361,0.398367,1.149895
5/6/2019 9:30,0.29015,0.935533,0.3286,0.395631,1.140533
5/6/2019 9:45,0.288802,0.9298,0.3274,0.392797,1.133
5/6/2019 10:00,0.288013,0.925733,0.326664,0.391664,1.124103
5/6/2019 10:15,0.287933,0.924583,0.327,0.390067,1.116167
5/6/2019 10:30,0.287,0.922778,0.328264,0.390336,1.1106
5/6/2019 10:45,0.287467,0.9212,0.327867,0.391264,1.110533
5/6/2019 11:00,0.287,0.922506,0.327767,0.396833,1.104759
5/6/2019 11:15,0.285,0.9317,0.3266,0.400433,1.099967
5/6/2019 11:30,0.283303,0.937033,0.3274,0.402739,1.103636
5/6/2019 11:45,0.284903,0.951283,0.3265,0.4044,1.122341
5/6/2019 12:00,0.2866,0.960383,0.3275,0.405569,1.142172
5/6/2019 12:15,0.2866,0.976267,0.3302,0.409539,1.141561
5/6/2019 12:30,0.287933,0.995821,0.335667,0.4134,1.132072
5/6/2019 12:45,0.2891,1.013072,0.3392,0.420633,1.127061
5/6/2019 13:00,0.2919,1.040378,0.341233,0.425833,1.121367
5/6/2019 13:15,0.294,1.069867,0.3432,0.433833,1.1161
5/6/2019 13:30,0.294,1.099844,0.343969,0.442172,1.116567
5/6/2019 13:45,0.294,1.128769,0.348175,0.454567,1.1194
5/6/2019 14:00,0.2948,1.159844,0.352467,0.463206,1.123033
5/6/2019 14:15,0.2944,1.196467,0.359833,0.476267,1.129433
5/6/2019 14:30,0.296,1.231222,0.362,0.487339,1.1395
5/6/2019 14:45,0.2992,1.2744,0.364917,0.502867,1.153572
5/6/2019 15:00,0.299103,1.321789,0.370233,0.518739,1.173469
5/6/2019 15:15,0.3,1.378578,0.3718,0.535306,1.196772
5/6/2019 15:30,0.3,1.436911,0.372197,0.554967,1.226878
5/6/2019 15:45,0.301833,1.486793,0.3713,0.573141,1.255967
5/6/2019 16:00,0.3037,1.530483,0.373,0.595267,1.298839
5/6/2019 16:15,0.305064,1.575942,0.370969,0.617767,1.348711
5/6/2019 16:30,0.306,1.613639,0.3758,0.634806,1.391667
5/6/2019 16:45,0.3068,1.645244,0.377833,0.653397,1.438439
5/6/2019 17:00,0.3114,1.676733,0.3774,0.673075,1.485211
5/6/2019 17:15,0.314567,1.705002,0.3802,0.690803,1.520008
5/6/2019 17:30,0.317833,1.739925,0.381467,0.704206,1.543506
5/6/2019 17:45,0.3236,1.770833,0.384667,0.718267,1.5636
5/6/2019 18:00,0.3258,1.797378,0.390033,0.727033,1.575461
5/6/2019 18:15,0.327097,1.821783,0.3952,0.736972,1.5827
5/6/2019 18:30,0.3294,1.8453,0.398433,0.7396,1.587933
5/6/2019 18:45,0.3306,1.865311,0.3992,0.7374,1.585767
5/6/2019 19:00,0.334461,1.8804,0.407233,0.737533,1.582562
5/6/2019 19:15,0.338,1.895233,0.420617,0.740333,1.574194
5/6/2019 19:30,0.3384,1.907644,0.4322,0.741003,1.561631
5/6/2019 19:45,0.338,1.92065,0.4326,0.738628,1.551425
5/6/2019 20:00,0.337067,1.928533,0.4322,0.735161,1.538128
5/6/2019 20:15,0.338,1.9336,0.4331,0.731228,1.52153
5/6/2019 20:30,0.338,1.9368,0.438867,0.7274,1.5071
5/6/2019 20:45,0.337339,1.936254,0.445539,0.721367,1.490767
5/6/2019 21:00,0.337841,1.933533,0.446833,0.713967,1.473994
5/6/2019 21:15,0.336833,1.9284,0.449144,0.707394,1.459967
5/6/2019 21:30,0.336113,1.918725,0.4512,0.700431,1.445067
5/6/2019 21:45,0.33485,1.908511,0.451967,0.6948,1.430933
5/6/2019 22:00,0.334667,1.901225,0.456169,0.689459,1.416933
5/6/2019 22:15,0.333447,1.889995,0.462533,0.684567,1.398767
5/6/2019 22:30,0.3288,1.881045,0.462067,0.678967,1.382628
5/6/2019 22:45,0.3279,1.874569,0.461094,0.675333,1.369333
5/6/2019 23:00,0.325,1.867803,0.458761,0.668361,1.354928
5/6/2019 23:15,0.3234,1.858484,0.455661,0.662969,1.339694
5/6/2019 23:30,0.32025,1.8502,0.450767,0.658367,1.325733
5/6/2019 23:45,0.319,1.841511,0.448975,0.652767,1.312261
5/7/2019 0:00,0.3176,1.8286,0.4504,0.650433,1.2963
5/7/2019 0:15,0.314333,1.819394,0.454833,0.642094,1.280928
5/7/2019 0:30,0.313867,1.808967,0.455525,0.637467,1.266528
5/7/2019 0:45,0.313867,1.8002,0.4544,0.632567,1.250333
5/7/2019 1:00,0.31398,1.790867,0.4544,0.628427,1.232028
5/7/2019 1:15,0.312933,1.780118,0.450367,0.628264,1.214028
5/7/2019 1:30,0.3112,1.772733,0.446431,0.623303,1.195922
5/7/2019 1:45,0.3104,1.760756,0.443067,0.618861,1.178103
5/7/2019 2:00,0.3075,1.752567,0.440564,0.615367,1.162594
5/7/2019 2:15,0.3069,1.7391,0.439831,0.608731,1.153269
5/7/2019 2:30,0.306,1.729933,0.434267,0.606,1.143528
5/7/2019 2:45,0.3064,1.717828,0.431864,0.602933,1.133367
5/7/2019 3:00,0.306,1.71145,0.426472,0.6004,1.122472
5/7/2019 3:15,0.306,1.698967,0.425,0.595967,1.112194
5/7/2019 3:30,0.303833,1.692367,0.421367,0.5924,1.100561
5/7/2019 3:45,0.3012,1.685683,0.419167,0.587494,1.090761
5/7/2019 4:00,0.3008,1.675,0.412467,0.5842,1.082967
5/7/2019 4:15,0.3006,1.662767,0.407506,0.581533,1.073133
5/7/2019 4:30,0.3004,1.6474,0.406,0.579833,1.064861
5/7/2019 4:45,0.3,1.633983,0.4016,0.574633,1.057967
5/7/2019 5:00,0.3008,1.621,0.398736,0.572133,1.0496
5/7/2019 5:15,0.3,1.605833,0.396094,0.566161,1.039967
5/7/2019 5:30,0.3,1.593833,0.393567,0.562894,1.032361
5/7/2019 5:45,0.3,1.582067,0.392033,0.560233,1.022231
5/7/2019 6:00,0.3,1.569533,0.387834,0.556,1.013092
5/7/2019 6:15,0.2992,1.5522,0.384125,0.552,1.004797
5/7/2019 6:30,0.297433,1.536833,0.382789,0.55,0.998367
5/7/2019 6:45,0.296967,1.523833,0.381,0.5444,0.990767
5/7/2019 7:00,0.294536,1.511156,0.378933,0.541628,0.985161
5/7/2019 7:15,0.294,1.4958,0.374967,0.537969,0.975333
5/7/2019 7:30,0.2945,1.480689,0.374294,0.533767,0.9682
5/7/2019 7:45,0.294,1.467489,0.371967,0.531,0.960031
5/7/2019 8:00,0.294,1.4542,0.3702,0.526967,0.951567
5/7/2019 8:15,0.293533,1.441783,0.369733,0.522967,0.945061
5/7/2019 8:30,0.292794,1.4294,0.369,0.5198,0.935433
5/7/2019 8:45,0.2926,1.417867,0.367094,0.5144,0.929767
5/7/2019 9:00,0.2912,1.404756,0.365761,0.509967,0.924231
5/7/2019 9:15,0.29085,1.390706,0.362,0.5068,0.919767
5/7/2019 9:30,0.292441,1.379233,0.3616,0.5052,0.914361
5/7/2019 9:45,0.2912,1.369,0.357569,0.502,0.912
5/7/2019 10:00,0.289606,1.362061,0.357167,0.499967,0.914333
5/7/2019 10:15,0.288867,1.3526,0.3585,0.500097,0.917533
5/7/2019 10:30,0.287933,1.3516,0.358,0.502833,0.9194
5/7/2019 10:45,0.287625,1.351867,0.360064,0.506403,0.920567
5/7/2019 11:00,0.287467,1.3524,0.357936,0.507103,0.919336
5/7/2019 11:15,0.287933,1.358175,0.3596,0.508833,0.917933
5/7/2019 11:30,0.2884,1.3725,0.358833,0.509967,0.919833
5/7/2019 11:45,0.288867,1.388817,0.359569,0.512392,0.923433
5/7/2019 12:00,0.28898,1.411022,0.36,0.512933,0.931533
5/7/2019 12:15,0.291394,1.438767,0.3612,0.515733,0.943272
5/7/2019 12:30,0.293067,1.469433,0.360803,0.5189,0.959436
5/7/2019 12:45,0.294,1.496564,0.364011,0.526233,0.978006
5/7/2019 13:00,0.294,1.508583,0.365267,0.533833,0.9985
5/7/2019 13:15,0.294,1.518656,0.368403,0.543472,1.022278
5/7/2019 13:30,0.2948,1.529778,0.370133,0.554033,1.048533
5/7/2019 13:45,0.296,1.541338,0.3706,0.560433,1.076708
5/7/2019 14:00,0.299064,1.549739,0.3714,0.570539,1.109472
5/7/2019 14:15,0.3,1.558667,0.372464,0.581606,1.146044
5/7/2019 14:30,0.3,1.563631,0.3726,0.5961,1.183903
5/7/2019 14:45,0.3,1.5728,0.3726,0.609072,1.227178
5/7/2019 15:00,0.3,1.582667,0.371613,0.627372,1.268672
5/7/2019 15:15,0.3,1.588933,0.3754,0.648039,1.314739
5/7/2019 15:30,0.300567,1.594072,0.379067,0.669872,1.360744
5/7/2019 15:45,0.306967,1.59885,0.384772,0.6908,1.403798
5/7/2019 16:00,0.314133,1.603367,0.393267,0.708406,1.441775
5/7/2019 16:15,0.324933,1.615772,0.3976,0.726039,1.468844
5/7/2019 16:30,0.334928,1.6288,0.409244,0.738606,1.478159
5/7/2019 16:45,0.3431,1.642506,0.4234,0.7505,1.478067
5/7/2019 17:00,0.350333,1.654061,0.435,0.763406,1.511672
5/7/2019 17:15,0.361167,1.664633,0.438478,0.770667,1.547169
5/7/2019 17:30,0.374636,1.6698,0.444838,0.776569,1.574906
5/7/2019 17:45,0.384267,1.664622,0.448867,0.7806,1.581067
5/7/2019 18:00,0.387961,1.656133,0.449544,0.7834,1.581139
5/7/2019 18:15,0.3988,1.658167,0.4512,0.787133,1.593839
5/7/2019 18:30,0.4074,1.658333,0.452733,0.791106,1.6029
5/7/2019 18:45,0.412261,1.653867,0.4532,0.7926,1.6016
5/7/2019 19:00,0.416033,1.648567,0.453133,0.792164,1.599167
5/7/2019 19:15,0.419041,1.647764,0.4516,0.7921,1.592361
5/7/2019 19:30,0.417667,1.644461,0.450767,0.791503,1.587228
5/7/2019 19:45,0.4198,1.637933,0.4507,0.7864,1.5769
5/7/2019 20:00,0.421133,1.634733,0.446225,0.7806,1.560961
5/7/2019 20:15,0.418883,1.6352,0.445933,0.776167,1.545533
5/7/2019 20:30,0.417872,1.643841,0.441161,0.771367,1.542767
5/7/2019 20:45,0.414928,1.653833,0.440733,0.767933,1.531828
5/7/2019 21:00,0.415825,1.6653,0.438467,0.762159,1.511558
5/7/2019 21:15,0.411433,1.6737,0.436333,0.757203,1.4907
5/7/2019 21:30,0.408564,1.669844,0.432933,0.752367,1.46722
5/7/2019 21:45,0.402839,1.659111,0.4294,0.7472,1.448099
5/7/2019 22:00,0.4,1.636767,0.4302,0.7439,1.4265
5/7/2019 22:15,0.3958,1.6141,0.4281,0.736467,1.407756
5/7/2019 22:30,0.3918,1.599133,0.4242,0.731192,1.390192
5/7/2019 22:45,0.3894,1.587167,0.421234,0.727106,1.3697
5/7/2019 23:00,0.383267,1.578667,0.419733,0.7206,1.349392
5/7/2019 23:15,0.381467,1.570667,0.419733,0.716967,1.334559
5/7/2019 23:30,0.3777,1.559956,0.414761,0.713,1.319233
5/7/2019 23:45,0.374,1.549036,0.413221,0.7066,1.299867
5/8/2019 0:00,0.3698,1.539033,0.4091,0.700197,1.275428
5/8/2019 0:15,0.367406,1.531033,0.408031,0.6945,1.254733
5/8/2019 0:30,0.369103,1.520533,0.4043,0.6875,1.235256
5/8/2019 0:45,0.3709,1.510667,0.402,0.6867,1.220833
5/8/2019 1:00,0.36708,1.499,0.4004,0.683862,1.207933
5/8/2019 1:15,0.3587,1.488817,0.3992,0.6786,1.194661
5/8/2019 1:30,0.36398,1.477933,0.398897,0.674967,1.181767
5/8/2019 1:45,0.361033,1.467467,0.396833,0.667828,1.173367
5/8/2019 2:00,0.3589,1.458133,0.3964,0.6584,1.165767
5/8/2019 2:15,0.356,1.4483,0.394464,0.653967,1.157061
5/8/2019 2:30,0.3544,1.435561,0.394,0.648367,1.146528
5/8/2019 2:45,0.3544,1.421933,0.392,0.644,1.134233
5/8/2019 3:00,0.352,1.413833,0.3936,0.635933,1.122103
5/8/2019 3:15,0.35,1.402067,0.3912,0.6293,1.112633
5/8/2019 3:30,0.3488,1.3933,0.391633,0.6242,1.101125
5/8/2019 3:45,0.3456,1.3814,0.389533,0.620133,1.092667
5/8/2019 4:00,0.344,1.370567,0.388333,0.614067,1.083767
5/8/2019 4:15,0.3438,1.358917,0.386628,0.609928,1.076567
5/8/2019 4:30,0.340633,1.3476,0.385972,0.6052,1.070167
5/8/2019 4:45,0.339733,1.335683,0.384372,0.5992,1.059959
5/8/2019 5:00,0.3384,1.3258,0.383739,0.597728,1.051967
5/8/2019 5:15,0.334359,1.316825,0.382867,0.588828,1.042961
5/8/2019 5:30,0.331933,1.3087,0.381933,0.5835,1.034528
5/8/2019 5:45,0.331,1.2979,0.3786,0.578136,1.026136
5/8/2019 6:00,0.331,1.289333,0.378136,0.5754,1.020136
5/8/2019 6:15,0.33,1.278733,0.3786,0.571767,1.010767
5/8/2019 6:30,0.3289,1.271933,0.375494,0.566667,1.003567
5/8/2019 6:45,0.327667,1.265033,0.376264,0.564659,0.995967
5/8/2019 7:00,0.326697,1.257733,0.375,0.5612,0.989533
5/8/2019 7:15,0.3262,1.250933,0.375,0.5586,0.981147
5/8/2019 7:30,0.3266,1.243867,0.375,0.553133,0.973733
5/8/2019 7:45,0.326,1.233778,0.3738,0.5508,0.9685
5/8/2019 8:00,0.326433,1.2226,0.3742,0.549567,0.963061
5/8/2019 8:15,0.325,1.211462,0.372664,0.5452,0.954461
5/8/2019 8:30,0.323,1.202133,0.372167,0.541631,0.942431
5/8/2019 8:45,0.322503,1.192822,0.371433,0.537933,0.935833
5/8/2019 9:00,0.320736,1.1837,0.370469,0.5354,0.929367
5/8/2019 9:15,0.3224,1.176733,0.370567,0.530694,0.925397
5/8/2019 9:30,0.3207,1.170367,0.369733,0.529,0.9198
5/8/2019 9:45,0.321,1.160344,0.3698,0.5274,0.916964
5/8/2019 10:00,0.3203,1.15677,0.3709,0.526633,0.914039
5/8/2019 10:15,0.319,1.1526,0.371064,0.527739,0.915694
5/8/2019 10:30,0.31585,1.1502,0.370238,0.5306,0.920233
5/8/2019 10:45,0.313867,1.147267,0.370531,0.528967,0.919561
5/8/2019 11:00,0.3134,1.1492,0.370867,0.5262,0.925033
5/8/2019 11:15,0.3127,1.1504,0.372167,0.527,0.933433
5/8/2019 11:30,0.3112,1.152333,0.373033,0.527033,0.943311
5/8/2019 11:45,0.3094,1.161839,0.3738,0.529769,0.963006
5/8/2019 12:00,0.308264,1.1718,0.374567,0.533033,0.978172
5/8/2019 12:15,0.307736,1.185244,0.373464,0.536233,0.992772
5/8/2019 12:30,0.3084,1.2032,0.372567,0.543,1.011603
5/8/2019 12:45,0.309367,1.221178,0.374967,0.55,1.024667
5/8/2019 13:00,0.307733,1.244578,0.383439,0.555667,1.038767
5/8/2019 13:15,0.3068,1.272133,0.3896,0.563906,1.049636
5/8/2019 13:30,0.3066,1.2988,0.396097,0.572633,1.060672
5/8/2019 13:45,0.306936,1.333855,0.402033,0.582072,1.0807
5/8/2019 14:00,0.3076,1.3709,0.409367,0.592467,1.106206
5/8/2019 14:15,0.3089,1.414783,0.416207,0.597297,1.131806
5/8/2019 14:30,0.307833,1.450256,0.418533,0.598767,1.163933
5/8/2019 14:45,0.3088,1.48325,0.417094,0.600897,1.195706
5/8/2019 15:00,0.3076,1.5131,0.413867,0.604567,1.232742
5/8/2019 15:15,0.3076,1.5384,0.415372,0.6052,1.266
5/8/2019 15:30,0.3056,1.564311,0.423067,0.610106,1.299733
5/8/2019 15:45,0.308,1.5902,0.435175,0.6131,1.329013
5/8/2019 16:00,0.308,1.610472,0.447233,0.618061,1.354706
5/8/2019 16:15,0.308097,1.635578,0.454769,0.625669,1.372733
5/8/2019 16:30,0.308233,1.657872,0.458372,0.6298,1.388606
5/8/2019 16:45,0.3072,1.6772,0.460306,0.636761,1.402497
5/8/2019 17:00,0.3084,1.698917,0.462608,0.640306,1.415272
5/8/2019 17:15,0.3088,1.709933,0.467864,0.642898,1.425433
5/8/2019 17:30,0.3085,1.7208,0.470633,0.644333,1.4318
5/8/2019 17:45,0.3092,1.732865,0.4759,0.646367,1.431867
5/8/2019 18:00,0.3112,1.73925,0.481064,0.6452,1.431497
5/8/2019 18:15,0.3112,1.741933,0.487172,0.6448,1.433833
5/8/2019 18:30,0.312,1.745733,0.492267,0.6456,1.4384
5/8/2019 18:45,0.3127,1.749689,0.496033,0.643,1.440639
5/8/2019 19:00,0.312525,1.752533,0.497964,0.644836,1.463036
5/8/2019 19:15,0.313133,1.753956,0.497133,0.6448,1.4881
5/8/2019 19:30,0.31305,1.751269,0.502833,0.6453,1.490333
5/8/2019 19:45,0.312713,1.751867,0.5055,0.641028,1.479661
5/8/2019 20:00,0.312467,1.752133,0.504467,0.639659,1.462594
5/8/2019 20:15,0.31445,1.75,0.504,0.638561,1.447836
5/8/2019 20:30,0.315267,1.747767,0.507267,0.637969,1.439461
5/8/2019 20:45,0.318841,1.7432,0.508,0.632267,1.4284
5/8/2019 21:00,0.319,1.736894,0.506,0.6322,1.416967
5/8/2019 21:15,0.3183,1.732077,0.5048,0.628167,1.412933
5/8/2019 21:30,0.318339,1.727167,0.5036,0.624964,1.417
5/8/2019 21:45,0.318533,1.7226,0.501967,0.6205,1.431678
5/8/2019 22:00,0.317133,1.718167,0.4966,0.6168,1.443431
5/8/2019 22:15,0.318067,1.714917,0.4953,0.613567,1.4455
5/8/2019 22:30,0.318533,1.710437,0.491144,0.606933,1.437789
5/8/2019 22:45,0.318067,1.7014,0.490596,0.603167,1.426967
5/8/2019 23:00,0.319967,1.695067,0.487856,0.597167,1.418067
5/8/2019 23:15,0.3209,1.689994,0.487,0.5928,1.400828
5/8/2019 23:30,0.3218,1.687921,0.482025,0.5907,1.383894
5/8/2019 23:45,0.322103,1.684033,0.474867,0.586067,1.3697
5/9/2019 0:00,0.321,1.671667,0.4698,0.581392,1.357933
5/9/2019 0:15,0.321,1.658633,0.464933,0.577467,1.351933
5/9/2019 0:30,0.321,1.648,0.462244,0.574503,1.343725
5/9/2019 0:45,0.3206,1.638925,0.456331,0.570533,1.3277
5/9/2019 1:00,0.3202,1.630297,0.4556,0.566694,1.307228
5/9/2019 1:15,0.319,1.621756,0.447833,0.562,1.288308
5/9/2019 1:30,0.3198,1.613078,0.450456,0.556767,1.270997
5/9/2019 1:45,0.319,1.602475,0.449967,0.558867,1.250639
5/9/2019 2:00,0.3204,1.595733,0.448,0.555167,1.234628
5/9/2019 2:15,0.3207,1.585317,0.4448,0.550767,1.218758
5/9/2019 2:30,0.322,1.578367,0.441628,0.543933,1.203965
5/9/2019 2:45,0.322433,1.565075,0.438,0.540667,1.191031
5/9/2019 3:00,0.3202,1.555533,0.436567,0.537192,1.176533
5/9/2019 3:15,0.319,1.547667,0.4318,0.5346,1.162728
